frame,object_type,confidence,x1,y1,x2,y2
6,vehicle,0.6025808453559875,2126,450,2422,714
6,vehicle,0.5755240321159363,1472,778,1811,1092
6,vehicle,0.5062299966812134,2230,803,2566,1061
6,vehicle,0.500602662563324,306,536,622,862
6,vehicle,0.49861210584640503,1402,661,1692,841
6,vehicle,0.4972076416015625,2054,680,2433,906
6,vehicle,0.4892628788948059,2223,1062,2674,1258
6,vehicle,0.4881376326084137,305,511,640,864
6,vehicle,0.4373990595340729,607,578,826,774
6,vehicle,0.42149293422698975,2425,596,2622,767
6,vehicle,0.39685940742492676,2110,689,2435,872
6,vehicle,0.3661480247974396,1664,473,1861,645
6,vehicle,0.34585630893707275,69,497,347,681
6,vehicle,0.3029419481754303,1123,397,1285,528
6,vehicle,0.2933977544307709,764,581,898,729
6,vehicle,0.2801598310470581,2124,450,2422,713
6,vehicle,0.2519228756427765,1546,569,1814,760
6,license_plate,0.5365687012672424,2408,1582,2585,1660
6,license_plate,0.4658837616443634,949,1793,1188,1892
7,vehicle,0.8991920948028564,726,1402,1442,2040
7,vehicle,0.887630045413971,1204,1027,1759,1445
7,vehicle,0.8775954842567444,14,682,392,969
7,vehicle,0.856879711151123,1117,1343,1654,1839
7,vehicle,0.8522878289222717,2168,1182,2809,1774
7,vehicle,0.8340230584144592,2033,880,2441,1234
7,vehicle,0.7782686352729797,2296,1739,3349,2152
7,vehicle,0.7390120029449463,1284,836,1686,1084
7,vehicle,0.7049959897994995,477,2034,1119,2154
7,vehicle,0.6318987607955933,1459,782,1809,1095
7,vehicle,0.6234933733940125,2130,451,2423,719
7,vehicle,0.4946848154067993,2052,683,2434,914
7,vehicle,0.478615939617157,2234,804,2571,1072
7,vehicle,0.44867202639579773,2219,1065,2676,1276
7,vehicle,0.4450850188732147,312,491,655,861
7,vehicle,0.4261523485183716,1397,672,1688,843
7,vehicle,0.4154035747051239,314,533,625,859
7,vehicle,0.4111359715461731,2424,593,2628,768
7,vehicle,0.41089028120040894,609,574,826,781
7,vehicle,0.3850778341293335,73,499,350,681
7,vehicle,0.38295653462409973,1663,472,1864,670
7,vehicle,0.3289278745651245,1123,395,1287,528
7,vehicle,0.29615604877471924,2254,1072,2668,1233
7,vehicle,0.2886959910392761,1544,570,1808,753
7,vehicle,0.26654040813446045,1405,749,1702,846
7,license_plate,0.6502259373664856,2416,1589,2590,1673
7,license_plate,0.4402042627334595,944,1805,1178,1899
8,vehicle,0.9064750671386719,715,1403,1443,2046
8,vehicle,0.8867045640945435,1202,1028,1760,1447
8,vehicle,0.8831441402435303,19,681,393,968
8,vehicle,0.8625411987304688,1127,1345,1653,1843
8,vehicle,0.8566786050796509,2169,1184,2827,1774
8,vehicle,0.8366960287094116,2037,880,2442,1236
8,vehicle,0.7885396480560303,2296,1742,3351,2152
8,vehicle,0.7322468161582947,1284,838,1686,1085
8,vehicle,0.6710453033447266,482,2036,1110,2154
8,vehicle,0.6472150087356567,1458,783,1809,1093
8,vehicle,0.5927691459655762,2130,451,2423,714
8,vehicle,0.5286768078804016,2052,684,2437,920
8,vehicle,0.5176917910575867,314,516,637,860
8,vehicle,0.48772042989730835,315,530,626,858
8,vehicle,0.4848628342151642,2237,812,2574,1076
8,vehicle,0.45804888010025024,610,573,826,775
8,vehicle,0.44874319434165955,1392,666,1687,845
8,vehicle,0.4383803606033325,2424,600,2620,767
8,vehicle,0.43621906638145447,2216,1067,2687,1266
8,vehicle,0.3926381766796112,1663,474,1865,682
8,vehicle,0.3239608407020569,1124,394,1287,524
8,vehicle,0.30683833360671997,1544,570,1805,752
8,vehicle,0.28883492946624756,77,500,357,682
8,vehicle,0.26588860154151917,2127,451,2422,708
8,vehicle,0.26334500312805176,2095,691,2435,878
8,vehicle,0.2530260384082794,1398,740,1702,848
8,vehicle,0.25131428241729736,769,587,901,722
8,license_plate,0.6415463089942932,2413,1589,2587,1672
8,license_plate,0.6033030152320862,943,1810,1176,1911
9,vehicle,0.9068959355354309,715,1414,1437,2050
9,vehicle,0.8847749829292297,1200,1031,1760,1450
9,vehicle,0.8728618025779724,33,681,401,964
9,vehicle,0.8581846356391907,2172,1188,2800,1782
9,vehicle,0.8358786106109619,1117,1351,1652,1847
9,vehicle,0.8343952894210815,2035,884,2447,1237
9,vehicle,0.8106451034545898,2297,1752,3352,2152
9,vehicle,0.7166332006454468,1283,840,1688,1085
9,vehicle,0.6593809127807617,497,2055,1080,2156
9,vehicle,0.6307886838912964,1461,784,1806,1098
9,vehicle,0.6199982166290283,2128,450,2424,725
9,vehicle,0.5648514032363892,2044,685,2438,917
9,vehicle,0.5602544546127319,76,500,356,685
9,vehicle,0.5458857417106628,2237,816,2574,1052
9,vehicle,0.5428165793418884,1394,667,1688,846
9,vehicle,0.5158306956291199,320,525,633,859
9,vehicle,0.4709811210632324,2226,1072,2678,1264
9,vehicle,0.45868855714797974,615,571,833,774
9,vehicle,0.415486603975296,2422,596,2624,767
9,vehicle,0.403107613325119,321,533,630,854
9,vehicle,0.39948219060897827,1664,472,1864,646
9,vehicle,0.3369959890842438,1541,572,1802,747
9,vehicle,0.3048986494541168,1119,392,1293,525
9,license_plate,0.6319416165351868,2421,1596,2589,1681
9,license_plate,0.5407649278640747,960,1826,1165,1914
10,vehicle,0.9011092185974121,704,1424,1439,2067
10,vehicle,0.8747624754905701,1205,1034,1761,1451
10,vehicle,0.8527161478996277,2175,1194,2822,1787
10,vehicle,0.8520830869674683,1116,1353,1650,1848
10,vehicle,0.842464029788971,42,679,402,964
10,vehicle,0.8340812921524048,2036,886,2447,1242
10,vehicle,0.7635974287986755,2299,1762,3368,2153
10,vehicle,0.720314085483551,1278,841,1686,1093
10,vehicle,0.6528899073600769,1463,784,1800,1103
10,vehicle,0.6222067475318909,324,531,636,857
10,vehicle,0.5993564128875732,478,2061,1073,2157
10,vehicle,0.5649109482765198,2049,680,2440,922
10,vehicle,0.5498342514038086,2129,451,2428,733
10,vehicle,0.5496714115142822,2223,1074,2680,1284
10,vehicle,0.46856433153152466,618,571,836,776
10,vehicle,0.4599677324295044,2237,815,2575,1057
10,vehicle,0.45412731170654297,1392,669,1687,846
10,vehicle,0.41977760195732117,77,498,369,684
10,vehicle,0.40461063385009766,2426,596,2623,766
10,vehicle,0.3880608081817627,0,777,61,1108
10,vehicle,0.3823111355304718,1664,468,1862,644
10,vehicle,0.3194575905799866,1119,392,1294,526
10,vehicle,0.31829971075057983,1541,571,1806,747
10,vehicle,0.25670114159584045,2126,451,2427,721
10,license_plate,0.6311072707176208,2422,1596,2593,1689
10,license_plate,0.6187481880187988,936,1832,1178,1930
11,vehicle,0.8893941044807434,704,1427,1434,2072
11,vehicle,0.8802222609519958,1208,1034,1756,1452
11,vehicle,0.8597249388694763,2183,1200,2817,1790
11,vehicle,0.8587781190872192,1112,1360,1648,1852
11,vehicle,0.8398362994194031,48,679,406,964
11,vehicle,0.8223414421081543,2038,887,2447,1245
11,vehicle,0.7262553572654724,2298,1772,3368,2153
11,vehicle,0.7187153697013855,1280,842,1687,1093
11,vehicle,0.6534641981124878,1465,784,1802,1108
11,vehicle,0.5927656888961792,2223,1077,2676,1295
11,vehicle,0.5452227592468262,2050,683,2441,924
11,vehicle,0.5177133679389954,617,571,839,772
11,vehicle,0.5131127238273621,478,2069,1067,2154
11,vehicle,0.5004312992095947,324,529,635,858
11,vehicle,0.4795979857444763,2128,451,2430,737
11,vehicle,0.4662623405456543,2126,449,2433,740
11,vehicle,0.4605649709701538,2238,816,2574,1078
11,vehicle,0.43995416164398193,324,529,632,853
11,vehicle,0.4154321253299713,1390,690,1690,851
11,vehicle,0.3623943030834198,80,498,367,686
11,vehicle,0.35524415969848633,0,776,70,1103
11,vehicle,0.34911495447158813,2429,586,2628,766
11,vehicle,0.3428897261619568,1121,392,1294,526
11,vehicle,0.2808229625225067,1662,468,1874,724
11,vehicle,0.27338647842407227,1539,570,1805,751
11,vehicle,0.2671039402484894,1664,472,1863,641
11,vehicle,0.25735726952552795,777,578,906,723
11,license_plate,0.6551464796066284,2424,1601,2597,1695
11,license_plate,0.4610041081905365,936,1843,1188,1939
12,vehicle,0.9031962156295776,695,1436,1425,2077
12,vehicle,0.8846633434295654,1202,1038,1747,1459
12,vehicle,0.8552216291427612,2193,1205,2812,1796
12,vehicle,0.8492715358734131,1102,1370,1649,1874
12,vehicle,0.8306108117103577,56,677,412,961
12,vehicle,0.8138953447341919,2037,887,2448,1248
12,vehicle,0.7648290395736694,2301,1780,3372,2153
12,vehicle,0.6936885714530945,1282,844,1687,1093
12,vehicle,0.6496559977531433,1460,787,1804,1113
12,vehicle,0.5721758604049683,475,2093,1061,2157
12,vehicle,0.5563357472419739,329,531,640,852
12,vehicle,0.5400227904319763,2228,1081,2677,1261
12,vehicle,0.5237345099449158,2052,684,2441,924
12,vehicle,0.5234453082084656,2129,451,2431,741
12,vehicle,0.508761465549469,0,776,75,1101
12,vehicle,0.47923576831817627,623,572,846,773
12,vehicle,0.42842429876327515,2430,599,2623,764
12,vehicle,0.4278171956539154,2127,450,2434,745
12,vehicle,0.3990967869758606,1393,700,1687,855
12,vehicle,0.35932472348213196,2240,816,2572,1085
12,vehicle,0.29623091220855713,1131,393,1296,522
12,vehicle,0.28537994623184204,1662,469,1861,634
12,vehicle,0.2801932990550995,1662,466,1876,727
12,vehicle,0.27714914083480835,82,499,368,694
12,license_plate,0.5952883958816528,2417,1609,2596,1700
12,license_plate,0.4770977795124054,917,1840,1184,1945
13,vehicle,0.8960315585136414,695,1443,1418,2087
13,vehicle,0.8906509876251221,1196,1040,1746,1462
13,vehicle,0.8603114485740662,2188,1211,2827,1803
13,vehicle,0.8582738637924194,1095,1375,1646,1881
13,vehicle,0.8417347073554993,61,675,414,958
13,vehicle,0.8321008682250977,2304,1789,3382,2155
13,vehicle,0.7983113527297974,2037,892,2448,1253
13,vehicle,0.6920852065086365,1277,845,1686,1104
13,vehicle,0.6479750275611877,0,768,81,1102
13,vehicle,0.5784798264503479,2225,1084,2680,1297
13,vehicle,0.565850555896759,1452,789,1806,1113
13,vehicle,0.5213048458099365,2225,815,2579,1072
13,vehicle,0.5076229572296143,626,572,842,768
13,vehicle,0.4735969007015228,329,527,639,850
13,vehicle,0.47004589438438416,2130,452,2430,740
13,vehicle,0.46968770027160645,330,530,642,851
13,vehicle,0.45748740434646606,2129,450,2434,744
13,vehicle,0.44743776321411133,2051,684,2442,923
13,vehicle,0.3965822160243988,1392,693,1685,854
13,vehicle,0.38086971640586853,2105,694,2440,883
13,vehicle,0.37122130393981934,2223,1091,2681,1401
13,vehicle,0.34699562191963196,1662,465,1879,728
13,vehicle,0.3393692672252655,2431,593,2622,761
13,vehicle,0.2821929156780243,1392,745,1697,856
13,vehicle,0.2727038264274597,782,581,909,726
13,vehicle,0.26028555631637573,1665,468,1862,639
13,license_plate,0.573466420173645,2426,1619,2596,1700
13,license_plate,0.3442968428134918,931,1854,1174,1948
14,vehicle,0.9091015458106995,695,1445,1417,2090
14,vehicle,0.8740825653076172,1198,1042,1748,1464
14,vehicle,0.8630630970001221,1091,1376,1644,1885
14,vehicle,0.854476273059845,2187,1209,2819,1806
14,vehicle,0.8445278406143188,63,673,417,954
14,vehicle,0.8346408605575562,2305,1793,3387,2154
14,vehicle,0.7988924384117126,2037,893,2452,1254
14,vehicle,0.704512357711792,1276,846,1687,1107
14,vehicle,0.6379066109657288,0,770,82,1097
14,vehicle,0.5929770469665527,1471,784,1804,1112
14,vehicle,0.590577244758606,331,531,642,850
14,vehicle,0.5386158227920532,2226,1085,2679,1276
14,vehicle,0.5311079025268555,629,573,843,768
14,vehicle,0.5174884796142578,2225,816,2580,1082
14,vehicle,0.4998157024383545,2129,452,2433,748
14,vehicle,0.4825885593891144,2050,685,2444,926
14,vehicle,0.4591924250125885,2128,451,2437,757
14,vehicle,0.43143707513809204,1391,685,1686,855
14,vehicle,0.3636469542980194,2101,695,2442,885
14,vehicle,0.3485420346260071,2434,593,2621,761
14,vehicle,0.34577926993370056,1662,467,1879,728
14,vehicle,0.29540205001831055,782,580,910,724
14,vehicle,0.2750561237335205,1664,471,1866,645
14,license_plate,0.6111260056495667,2424,1626,2597,1708
14,license_plate,0.5426763892173767,933,1865,1174,1967
15,vehicle,0.9004903435707092,690,1454,1410,2103
15,vehicle,0.8753758668899536,1188,1049,1755,1474
15,vehicle,0.8597516417503357,2183,1211,2814,1813
15,vehicle,0.8565731644630432,1087,1383,1642,1886
15,vehicle,0.8500096201896667,72,671,426,951
15,vehicle,0.8240396976470947,2307,1804,3389,2155
15,vehicle,0.7936107516288757,2039,896,2460,1256
15,vehicle,0.7104397416114807,1277,848,1687,1107
15,vehicle,0.6670007109642029,0,763,90,1089
15,vehicle,0.6292439699172974,1473,783,1810,1116
15,vehicle,0.576306164264679,2235,1089,2684,1279
15,vehicle,0.5736056566238403,2049,685,2444,928
15,vehicle,0.5563210248947144,629,576,846,767
15,vehicle,0.5462446212768555,2130,451,2436,765
15,vehicle,0.472093790769577,1387,681,1686,858
15,vehicle,0.4640481770038605,336,531,644,850
15,vehicle,0.45970219373703003,2237,816,2573,1093
15,vehicle,0.43716296553611755,2132,452,2433,756
15,vehicle,0.38783740997314453,1662,467,1867,695
15,vehicle,0.3842741549015045,2432,595,2625,765
15,vehicle,0.3714585304260254,785,587,912,725
15,vehicle,0.29729607701301575,2098,698,2438,885
15,vehicle,0.29017511010169983,1531,577,1802,837
15,vehicle,0.2626180350780487,1665,470,1861,637
15,license_plate,0.6475828289985657,2424,1635,2598,1716
15,license_plate,0.41366246342658997,914,1878,1072,1963
15,license_plate,0.34932568669319153,911,1878,1135,1967
15,license_plate,0.2842164933681488,934,1886,1184,1975
16,vehicle,0.9179512858390808,686,1463,1410,2113
16,vehicle,0.8788018226623535,1190,1051,1754,1479
16,vehicle,0.8557265996932983,1085,1390,1636,1901
16,vehicle,0.8470779061317444,2184,1216,2822,1827
16,vehicle,0.8321775794029236,2308,1816,3397,2155
16,vehicle,0.8168410658836365,81,668,432,947
16,vehicle,0.8004636764526367,2039,897,2457,1258
16,vehicle,0.732930600643158,1275,852,1685,1113
16,vehicle,0.6530452370643616,0,757,98,1089
16,vehicle,0.6206055879592896,1470,787,1812,1113
16,vehicle,0.5593911409378052,2130,451,2436,777
16,vehicle,0.5418193340301514,2048,687,2445,924
16,vehicle,0.5067906975746155,2229,1092,2686,1266
16,vehicle,0.5016248822212219,340,527,647,846
16,vehicle,0.47792530059814453,2241,815,2574,1092
16,vehicle,0.46699973940849304,639,577,845,765
16,vehicle,0.4499693810939789,2131,452,2433,768
16,vehicle,0.4369550049304962,1386,682,1687,861
16,vehicle,0.3611949682235718,341,527,649,844
16,vehicle,0.3603701591491699,788,584,914,727
16,vehicle,0.35950151085853577,2432,598,2622,763
16,vehicle,0.3429274559020996,1661,467,1865,722
16,vehicle,0.2685450613498688,1664,472,1862,643
16,vehicle,0.25957998633384705,1532,575,1811,816
16,license_plate,0.6483533978462219,2425,1638,2597,1722
16,license_plate,0.5837535262107849,930,1883,1157,1980
17,vehicle,0.9143264889717102,685,1468,1406,2120
17,vehicle,0.8749225735664368,1186,1052,1754,1483
17,vehicle,0.85957270860672,1088,1393,1637,1902
17,vehicle,0.8582404851913452,2187,1225,2826,1832
17,vehicle,0.8370195031166077,2309,1819,3396,2156
17,vehicle,0.8164898157119751,2034,900,2462,1261
17,vehicle,0.7926144599914551,88,667,436,946
17,vehicle,0.721862256526947,1274,852,1686,1115
17,vehicle,0.6839103102684021,0,756,103,1085
17,vehicle,0.6200054287910461,1470,788,1812,1116
17,vehicle,0.6118276119232178,2048,689,2448,931
17,vehicle,0.6019435524940491,2130,451,2436,765
17,vehicle,0.5607494115829468,2231,818,2581,1078
17,vehicle,0.4925536811351776,2227,1093,2688,1273
17,vehicle,0.46170222759246826,342,527,648,845
17,vehicle,0.4473264515399933,639,577,846,766
17,vehicle,0.4435732960700989,2431,595,2623,763
17,vehicle,0.41345351934432983,2131,452,2434,756
17,vehicle,0.40386009216308594,1385,684,1688,862
17,vehicle,0.3576386570930481,343,525,650,845
17,vehicle,0.35154828429222107,789,587,915,728
17,vehicle,0.30239805579185486,1662,467,1865,725
17,vehicle,0.28010478615760803,1531,576,1811,819
17,license_plate,0.6615429520606995,2425,1643,2596,1725
17,license_plate,0.5732578635215759,925,1887,1157,1989
18,vehicle,0.8997595906257629,674,1470,1411,2132
18,vehicle,0.8741214871406555,1187,1060,1752,1492
18,vehicle,0.8602123260498047,1080,1403,1638,1916
18,vehicle,0.8583537340164185,2315,1828,3405,2156
18,vehicle,0.8577021956443787,2189,1233,2831,1839
18,vehicle,0.812035322189331,92,666,442,944
18,vehicle,0.8111931085586548,2035,900,2457,1263
18,vehicle,0.7321642637252808,0,753,110,1081
18,vehicle,0.6817305684089661,1274,854,1679,1115
18,vehicle,0.6749792098999023,2131,451,2437,747
18,vehicle,0.639718770980835,1466,788,1810,1118
18,vehicle,0.6029704809188843,341,528,654,845
18,vehicle,0.5787515044212341,2049,691,2450,937
18,vehicle,0.5131490230560303,2233,819,2581,1065
18,vehicle,0.49666762351989746,2223,1101,2692,1450
18,vehicle,0.4771464169025421,642,578,847,764
18,vehicle,0.468522310256958,2430,600,2623,758
18,vehicle,0.42505601048469543,2232,1097,2694,1303
18,vehicle,0.38237839937210083,792,589,917,731
18,vehicle,0.35531923174858093,1382,680,1682,852
18,vehicle,0.31148090958595276,1663,465,1863,712
18,vehicle,0.2648404538631439,1528,577,1814,820
18,license_plate,0.6790601015090942,2429,1643,2613,1734
18,license_plate,0.5159183740615845,915,1892,1155,1997
18,license_plate,0.2946662902832031,889,1880,1133,1986
19,vehicle,0.9239286780357361,670,1482,1402,2131
19,vehicle,0.8762935400009155,1182,1063,1752,1496
19,vehicle,0.8630236387252808,1071,1409,1636,1928
19,vehicle,0.8369593024253845,2177,1236,2825,1844
19,vehicle,0.8334981799125671,2319,1837,3413,2156
19,vehicle,0.826583743095398,2026,901,2466,1265
19,vehicle,0.8190316557884216,98,665,448,941
19,vehicle,0.7612243890762329,0,749,115,1076
19,vehicle,0.7164425253868103,1272,859,1682,1116
19,vehicle,0.6708597540855408,346,527,660,843
19,vehicle,0.6614081263542175,1461,791,1812,1119
19,vehicle,0.647581934928894,2132,452,2438,742
19,vehicle,0.4926769733428955,2225,1103,2695,1432
19,vehicle,0.48472610116004944,2231,820,2581,1049
19,vehicle,0.4755996763706207,2048,690,2452,937
19,vehicle,0.39361435174942017,794,590,919,732
19,vehicle,0.3909008800983429,647,578,846,764
19,vehicle,0.3830753266811371,2229,1104,2698,1331
19,vehicle,0.35208842158317566,2435,576,2629,759
19,vehicle,0.33740463852882385,1385,694,1687,871
19,vehicle,0.32305845618247986,2109,702,2447,894
19,vehicle,0.26834893226623535,1527,606,1799,849
19,vehicle,0.26318174600601196,1663,468,1857,622
19,vehicle,0.2575545012950897,1662,465,1864,739
19,vehicle,0.2520548105239868,879,596,986,708
19,license_plate,0.6253926753997803,2434,1658,2616,1748
19,license_plate,0.5885728001594543,916,1904,1158,2003
20,vehicle,0.9168142080307007,668,1487,1397,2137
20,vehicle,0.8875691890716553,1068,1413,1635,1933
20,vehicle,0.8687028884887695,1180,1065,1755,1498
20,vehicle,0.8500792980194092,101,664,452,941
20,vehicle,0.8231450915336609,2176,1237,2824,1852
20,vehicle,0.8193674683570862,2024,901,2466,1266
20,vehicle,0.8042098879814148,2322,1839,3420,2156
20,vehicle,0.7504944801330566,0,746,119,1075
20,vehicle,0.7341651916503906,1272,861,1681,1117
20,vehicle,0.7117258906364441,348,528,659,842
20,vehicle,0.6775377988815308,1461,792,1811,1120
20,vehicle,0.5620350241661072,2130,452,2438,740
20,vehicle,0.5007264018058777,2229,824,2580,1047
20,vehicle,0.469327837228775,2227,1107,2696,1411
20,vehicle,0.43901526927948,2050,690,2452,936
20,vehicle,0.43452194333076477,2131,452,2435,737
20,vehicle,0.38519051671028137,2107,701,2450,899
20,vehicle,0.38173311948776245,796,592,920,736
20,vehicle,0.3807709515094757,2434,586,2627,767
20,vehicle,0.37745922803878784,112,498,375,690
20,vehicle,0.37687718868255615,2232,1110,2698,1311
20,vehicle,0.36503395438194275,648,579,845,765
20,vehicle,0.3588431179523468,1383,691,1685,871
20,vehicle,0.3411829471588135,1526,596,1798,850
