frame,object_type,confidence,x1,y1,x2,y2
20,vehicle,0.28303831815719604,647,577,844,766
20,vehicle,0.2722734808921814,1661,470,1865,667
20,vehicle,0.26781973242759705,1535,577,1810,783
20,vehicle,0.2673449218273163,880,596,987,712
20,vehicle,0.2648046314716339,1661,466,1865,747
20,license_plate,0.6278613209724426,921,1917,1146,2007
20,license_plate,0.6132095456123352,2433,1661,2615,1746
21,vehicle,0.8994521498680115,660,1493,1404,2146
21,vehicle,0.8840394616127014,1066,1421,1631,1936
21,vehicle,0.8656532764434814,1179,1066,1752,1501
21,vehicle,0.8506062030792236,2173,1239,2842,1861
21,vehicle,0.8334686756134033,102,662,458,940
21,vehicle,0.8178955316543579,2026,902,2465,1270
21,vehicle,0.8020942211151123,2324,1852,3429,2155
21,vehicle,0.7813209891319275,0,742,124,1070
21,vehicle,0.7105490565299988,347,529,661,840
21,vehicle,0.7027148604393005,1272,863,1680,1120
21,vehicle,0.6718412637710571,1464,793,1808,1122
21,vehicle,0.5569613575935364,2133,453,2440,754
21,vehicle,0.5103383660316467,2050,691,2450,941
21,vehicle,0.49603214859962463,2231,824,2580,1069
21,vehicle,0.4384993314743042,2219,1110,2694,1423
21,vehicle,0.40944093465805054,2134,453,2437,744
21,vehicle,0.3925374150276184,2325,1851,3088,2154
21,vehicle,0.3730652332305908,1382,683,1687,872
21,vehicle,0.36820298433303833,1661,467,1882,753
21,vehicle,0.35921868681907654,652,575,847,763
21,vehicle,0.3423522412776947,2438,581,2631,756
21,vehicle,0.3260101079940796,1525,582,1799,849
21,vehicle,0.3033595681190491,1534,576,1809,778
21,vehicle,0.30297020077705383,2228,1113,2696,1280
21,vehicle,0.2969466745853424,115,499,454,715
21,vehicle,0.2679044306278229,2111,702,2451,899
21,vehicle,0.2547220289707184,799,587,926,739
21,license_plate,0.6128984093666077,2433,1673,2614,1752
21,license_plate,0.5866437554359436,910,1925,1137,2017
22,vehicle,0.9004096388816833,656,1504,1404,2149
22,vehicle,0.8745461106300354,1052,1430,1624,1950
22,vehicle,0.8645462989807129,1173,1071,1747,1503
22,vehicle,0.8437676429748535,2188,1245,2829,1872
22,vehicle,0.827816903591156,106,662,463,939
22,vehicle,0.8093026280403137,2031,904,2465,1272
22,vehicle,0.758414089679718,0,739,131,1070
22,vehicle,0.7324821352958679,1271,864,1677,1122
22,vehicle,0.7185546159744263,354,527,664,839
22,vehicle,0.7156083583831787,2324,1862,3435,2153
22,vehicle,0.6881241202354431,1460,794,1805,1125
22,vehicle,0.6447339057922363,2232,826,2583,1107
22,vehicle,0.6317214369773865,2132,453,2441,734
22,vehicle,0.4991534352302551,2050,691,2455,942
22,vehicle,0.4522927701473236,2216,1110,2698,1451
22,vehicle,0.42311352491378784,2324,1862,3090,2150
22,vehicle,0.38509827852249146,2109,702,2459,904
22,vehicle,0.38331255316734314,113,497,398,720
22,vehicle,0.3681325614452362,1383,683,1687,872
22,vehicle,0.34414932131767273,1663,465,1879,744
22,vehicle,0.31508392095565796,2231,1115,2701,1307
22,vehicle,0.2980344593524933,2439,575,2633,759
22,vehicle,0.28691044449806213,653,576,851,763
22,vehicle,0.2535124719142914,654,576,850,764
22,license_plate,0.6377295255661011,2436,1684,2618,1761
22,license_plate,0.5058203935623169,897,1939,1155,2032
23,vehicle,0.910173237323761,656,1500,1404,2147
23,vehicle,0.8911858201026917,2173,1249,2856,1875
23,vehicle,0.8718785047531128,1049,1432,1626,1953
23,vehicle,0.8581163883209229,1171,1075,1739,1506
23,vehicle,0.8316272497177124,105,662,463,938
23,vehicle,0.8176133036613464,2026,909,2470,1275
23,vehicle,0.7384517192840576,0,739,135,1069
23,vehicle,0.704185426235199,1271,864,1674,1119
23,vehicle,0.7001509070396423,351,528,665,838
23,vehicle,0.6989617943763733,1462,798,1803,1126
23,vehicle,0.6863179802894592,2134,453,2442,736
23,vehicle,0.5674149394035339,2327,1863,3420,2153
23,vehicle,0.5459114909172058,2237,828,2586,1117
23,vehicle,0.5137900710105896,2328,1865,3091,2151
23,vehicle,0.49104785919189453,2224,1112,2701,1438
23,vehicle,0.4344739615917206,2052,693,2455,943
23,vehicle,0.4215907156467438,1381,682,1688,873
23,vehicle,0.39915362000465393,117,498,409,731
23,vehicle,0.3882557153701782,2438,593,2626,761
23,vehicle,0.3731177747249603,2116,704,2460,905
23,vehicle,0.3157060444355011,2217,1239,2711,1444
23,vehicle,0.31532496213912964,651,576,852,763
23,vehicle,0.30577990412712097,1662,464,1880,754
23,vehicle,0.29214009642601013,2231,1117,2702,1314
23,license_plate,0.6831070780754089,2435,1688,2610,1767
23,license_plate,0.6127104759216309,872,1930,1150,2039
24,vehicle,0.9185718894004822,651,1511,1402,2151
24,vehicle,0.8770709037780762,2175,1256,2860,1883
24,vehicle,0.8602596521377563,1047,1439,1625,1959
24,vehicle,0.8530741930007935,1171,1077,1741,1512
24,vehicle,0.8165509700775146,107,660,469,936
24,vehicle,0.7978966236114502,2038,909,2475,1278
24,vehicle,0.7436275482177734,2133,454,2443,731
24,vehicle,0.7265493869781494,1270,864,1674,1128
24,vehicle,0.7070363759994507,0,735,142,1065
24,vehicle,0.676409125328064,1459,800,1800,1128
24,vehicle,0.6544499397277832,361,526,666,839
24,vehicle,0.5741085410118103,2242,827,2588,1118
24,vehicle,0.5723168253898621,2328,1876,3093,2154
24,vehicle,0.5545777082443237,2329,1877,3445,2152
24,vehicle,0.4194353520870209,115,497,416,731
24,vehicle,0.4013254940509796,2102,704,2454,925
24,vehicle,0.3875720500946045,2441,578,2633,760
24,vehicle,0.37215495109558105,2222,1115,2703,1410
24,vehicle,0.3437691032886505,2213,1246,2709,1436
24,vehicle,0.33279094099998474,1379,682,1685,873
24,vehicle,0.3090059757232666,651,573,853,764
24,vehicle,0.28501221537590027,1660,464,1866,740
24,vehicle,0.26912209391593933,2230,1115,2703,1293
24,license_plate,0.6861631870269775,2438,1690,2618,1771
24,license_plate,0.6083734631538391,915,1946,1154,2040
25,vehicle,0.9109901785850525,648,1518,1403,2152
25,vehicle,0.8642112016677856,1047,1445,1620,1972
25,vehicle,0.8633729815483093,2180,1264,2842,1891
25,vehicle,0.8604280352592468,1167,1083,1741,1514
25,vehicle,0.8205660581588745,2027,911,2470,1283
25,vehicle,0.7893045544624329,126,660,476,934
25,vehicle,0.688463568687439,1268,867,1680,1138
25,vehicle,0.6815198659896851,366,526,669,838
25,vehicle,0.6737589836120605,0,730,152,1062
25,vehicle,0.6698957681655884,1458,805,1800,1129
25,vehicle,0.5949145555496216,2330,1887,3099,2154
25,vehicle,0.5836264491081238,2135,455,2447,749
25,vehicle,0.5604414343833923,2244,831,2587,1120
25,vehicle,0.5474894046783447,2332,1889,3454,2154
25,vehicle,0.5138860940933228,2217,1116,2710,1436
25,vehicle,0.3960215151309967,2439,589,2627,763
25,vehicle,0.37794625759124756,2055,694,2455,944
25,vehicle,0.3737342059612274,1659,464,1864,674
25,vehicle,0.359476238489151,120,494,448,732
25,vehicle,0.3393150568008423,1375,684,1682,877
25,vehicle,0.29815030097961426,2133,455,2446,748
25,vehicle,0.28134578466415405,2210,1248,2711,1448
25,vehicle,0.2742021679878235,654,573,851,762
25,license_plate,0.6657229065895081,2440,1698,2622,1784
25,license_plate,0.6385790705680847,870,1958,1136,2063
26,vehicle,0.92035311460495,645,1526,1397,2154
26,vehicle,0.8723894357681274,1049,1449,1619,1977
26,vehicle,0.857235848903656,2179,1264,2864,1894
26,vehicle,0.8553351759910583,1164,1083,1740,1516
26,vehicle,0.8392707109451294,2024,911,2468,1285
26,vehicle,0.786091148853302,132,659,478,931
26,vehicle,0.7229803800582886,1268,868,1681,1140
26,vehicle,0.7085559368133545,0,731,155,1062
26,vehicle,0.6983168721199036,365,525,671,837
26,vehicle,0.6657934188842773,1461,808,1803,1130
26,vehicle,0.629045844078064,2135,455,2447,748
26,vehicle,0.6204138398170471,2329,1889,3106,2154
26,vehicle,0.5590291619300842,2242,833,2589,1124
26,vehicle,0.526031494140625,2330,1891,3456,2154
26,vehicle,0.5178593397140503,2221,1119,2707,1440
26,vehicle,0.49342361092567444,117,493,434,730
26,vehicle,0.40248313546180725,2439,591,2633,761
26,vehicle,0.3836398124694824,2074,704,2455,930
26,vehicle,0.3418865203857422,1378,692,1686,876
26,vehicle,0.3374677896499634,2212,1243,2712,1447
26,vehicle,0.3371178209781647,1659,464,1865,710
26,vehicle,0.29138943552970886,658,574,852,759
26,vehicle,0.2671154737472534,2132,455,2445,750
26,license_plate,0.6855794787406921,2441,1699,2624,1787
26,license_plate,0.602501392364502,865,1968,1132,2071
27,vehicle,0.9195020198822021,643,1530,1397,2156
27,vehicle,0.864122211933136,1045,1455,1615,1984
27,vehicle,0.8615189790725708,2182,1265,2845,1902
27,vehicle,0.8581174612045288,1165,1087,1740,1523
27,vehicle,0.822953462600708,137,659,484,931
27,vehicle,0.8200657367706299,2037,912,2469,1288
27,vehicle,0.7307550311088562,355,522,676,835
27,vehicle,0.7280401587486267,1270,868,1689,1142
27,vehicle,0.7239860892295837,0,729,161,1060
27,vehicle,0.682975709438324,2137,455,2449,739
27,vehicle,0.678588330745697,2219,1119,2706,1448
27,vehicle,0.6666858196258545,2332,1903,3113,2157
27,vehicle,0.6292487978935242,1454,805,1800,1129
27,vehicle,0.517026424407959,2246,834,2589,1126
27,vehicle,0.4672525227069855,2326,1904,3474,2157
27,vehicle,0.4578595459461212,117,492,431,731
27,vehicle,0.4220818281173706,2212,1243,2714,1454
27,vehicle,0.40903979539871216,2090,708,2455,930
27,vehicle,0.3927426040172577,2441,583,2630,767
27,vehicle,0.34915435314178467,1375,679,1683,871
27,vehicle,0.3062255382537842,1660,464,1871,736
27,vehicle,0.27290958166122437,2398,2056,3462,2157
27,vehicle,0.2625162601470947,664,571,864,752
27,license_plate,0.6288736462593079,2439,1712,2624,1794
27,license_plate,0.5947322249412537,887,1980,1128,2077
28,vehicle,0.9234420657157898,639,1549,1396,2155
28,vehicle,0.8693105578422546,1041,1464,1614,1991
28,vehicle,0.8628836274147034,2186,1277,2849,1916
28,vehicle,0.8605483174324036,1159,1092,1743,1528
28,vehicle,0.8308656215667725,2032,918,2471,1291
28,vehicle,0.8034242391586304,142,656,487,929
28,vehicle,0.7114945650100708,1272,872,1685,1147
28,vehicle,0.7055310606956482,363,524,674,831
28,vehicle,0.6580100655555725,1455,809,1804,1134
28,vehicle,0.6564760208129883,2332,1913,3137,2155
28,vehicle,0.6556352376937866,1,722,167,1053
28,vehicle,0.6529061198234558,2214,1127,2714,1453
28,vehicle,0.5171723961830139,2139,454,2449,748
28,vehicle,0.5101228952407837,2141,455,2451,750
28,vehicle,0.4873362183570862,2241,834,2590,1131
28,vehicle,0.41225185990333557,124,491,446,729
28,vehicle,0.40689608454704285,2081,704,2454,931
28,vehicle,0.3989064395427704,2441,584,2628,761
28,vehicle,0.35570335388183594,1660,463,1869,690
28,vehicle,0.3170919418334961,1370,689,1680,878
28,vehicle,0.2915860116481781,1659,467,1861,630
28,vehicle,0.28665485978126526,512,488,723,593
28,vehicle,0.2851163148880005,664,572,872,758
28,vehicle,0.2667188048362732,1144,398,1310,530
28,license_plate,0.6590225100517273,2440,1718,2625,1802
28,license_plate,0.523884654045105,857,1985,1136,2088
29,vehicle,0.9335467219352722,633,1550,1395,2153
29,vehicle,0.8708950877189636,1158,1089,1745,1535
29,vehicle,0.8648809790611267,1039,1467,1612,1995
29,vehicle,0.8532389998435974,2191,1270,2865,1919
29,vehicle,0.8336906433105469,2026,918,2472,1292
29,vehicle,0.8004243969917297,144,655,487,928
29,vehicle,0.7247716188430786,364,522,677,832
29,vehicle,0.7167313098907471,1270,871,1689,1147
29,vehicle,0.7095416188240051,0,722,172,1052
29,vehicle,0.686465322971344,2213,1126,2716,1477
29,vehicle,0.6430152058601379,1453,809,1804,1136
29,vehicle,0.6233450174331665,2335,1918,3149,2155
29,vehicle,0.6020442843437195,2142,455,2452,755
29,vehicle,0.49593114852905273,2233,835,2589,1131
29,vehicle,0.44827985763549805,2443,576,2628,768
29,vehicle,0.4366244077682495,2069,705,2450,929
29,vehicle,0.42347005009651184,2140,454,2450,753
29,vehicle,0.3766748309135437,122,491,460,731
29,vehicle,0.3711107671260834,1369,688,1676,879
29,vehicle,0.36971163749694824,1659,464,1870,715
29,vehicle,0.2986927032470703,1659,466,1861,633
29,vehicle,0.2810717225074768,666,570,873,753
29,vehicle,0.26788681745529175,511,489,721,599
29,license_plate,0.6343773007392883,2448,1727,2626,1803
29,license_plate,0.5880861878395081,874,1987,1123,2088
30,vehicle,0.9198872447013855,623,1562,1390,2157
30,vehicle,0.8771308064460754,1158,1097,1744,1540
30,vehicle,0.8647910356521606,1032,1477,1611,2013
30,vehicle,0.8505337834358215,2185,1277,2871,1931
30,vehicle,0.8440625667572021,2027,922,2469,1296
30,vehicle,0.7719495892524719,147,652,491,928
30,vehicle,0.7448853850364685,368,521,687,834
30,vehicle,0.7374029159545898,1,721,174,1047
30,vehicle,0.709557294845581,2339,1929,3144,2154
30,vehicle,0.69497150182724,2214,1130,2714,1461
30,vehicle,0.6839267015457153,1272,873,1698,1152
30,vehicle,0.5879278779029846,1454,809,1804,1138
30,vehicle,0.5704564452171326,117,489,479,733
30,vehicle,0.5224606990814209,2141,455,2450,734
30,vehicle,0.48565903306007385,2142,455,2452,736
30,vehicle,0.408358097076416,1659,464,1866,649
30,vehicle,0.4033723771572113,2065,705,2452,934
30,vehicle,0.39871400594711304,2446,594,2630,767
30,vehicle,0.38395386934280396,2233,838,2590,1131
30,vehicle,0.37630245089530945,1369,689,1682,878
30,vehicle,0.3085249364376068,671,572,867,752
30,vehicle,0.2711743116378784,815,580,937,742
30,license_plate,0.6797652840614319,2447,1732,2627,1817
30,license_plate,0.6777248978614807,862,1998,1120,2107
31,vehicle,0.8983844518661499,617,1571,1385,2158
31,vehicle,0.8828573822975159,1156,1096,1740,1542
31,vehicle,0.8823183178901672,1025,1482,1608,2026
31,vehicle,0.8568649291992188,2183,1284,2851,1935
31,vehicle,0.834502100944519,2031,923,2470,1298
31,vehicle,0.74446702003479,152,652,498,925
31,vehicle,0.741746187210083,0,720,179,1045
31,vehicle,0.7343979477882385,1271,877,1700,1155
31,vehicle,0.7231624722480774,2215,1135,2714,1459
31,vehicle,0.7194628119468689,2375,1939,3144,2155
31,vehicle,0.7170400619506836,374,521,693,833
31,vehicle,0.6472547054290771,1451,810,1803,1143
31,vehicle,0.5953271985054016,2143,455,2455,746
31,vehicle,0.5491467714309692,128,487,483,735
31,vehicle,0.4799013137817383,2237,842,2587,1108
31,vehicle,0.40881964564323425,2142,454,2453,747
31,vehicle,0.40344059467315674,2110,709,2452,932
31,vehicle,0.37421223521232605,2445,585,2630,767
31,vehicle,0.3571774363517761,1658,464,1866,682
31,vehicle,0.3470761179924011,1369,686,1677,881
31,vehicle,0.3234098553657532,675,573,870,751
31,license_plate,0.6745309829711914,2449,1735,2634,1821
31,license_plate,0.6712425351142883,888,2021,1089,2114
32,vehicle,0.9128631353378296,615,1575,1384,2158
32,vehicle,0.8908369541168213,1157,1098,1743,1545
32,vehicle,0.8692270517349243,1021,1489,1607,2027
32,vehicle,0.8592730760574341,2185,1290,2871,1942
32,vehicle,0.8397018313407898,2036,923,2470,1300
32,vehicle,0.7760186791419983,1,716,183,1041
32,vehicle,0.7642478942871094,2216,1140,2720,1463
32,vehicle,0.7625525593757629,1271,878,1691,1164
32,vehicle,0.747499942779541,155,651,500,924
32,vehicle,0.7339171767234802,375,521,695,832
32,vehicle,0.7236647605895996,2379,1944,3154,2156
32,vehicle,0.6726384162902832,1450,811,1802,1144
32,vehicle,0.6129204034805298,2143,455,2455,739
32,vehicle,0.5068485140800476,124,487,486,738
32,vehicle,0.4889136254787445,2235,842,2587,1102
32,vehicle,0.42635998129844666,1659,464,1864,661
32,vehicle,0.4170813262462616,2086,708,2457,935
32,vehicle,0.3845146894454956,2445,582,2632,767
32,vehicle,0.3384757339954376,1369,688,1677,881
32,vehicle,0.33399155735969543,676,573,875,751
32,vehicle,0.3056073784828186,2140,455,2452,735
32,vehicle,0.2693829834461212,674,573,876,753
32,license_plate,0.6840755939483643,875,2025,1116,2123
32,license_plate,0.6677809953689575,2445,1742,2633,1831
33,vehicle,0.909602701663971,612,1587,1383,2157
33,vehicle,0.9027696847915649,2185,1298,2874,1947
33,vehicle,0.8932391405105591,1155,1104,1738,1548
33,vehicle,0.8680081963539124,2032,928,2470,1305
33,vehicle,0.8345147371292114,1016,1495,1601,2035
33,vehicle,0.7781316637992859,2213,1147,2738,1464
33,vehicle,0.7766920924186707,1271,882,1690,1176
33,vehicle,0.7717118859291077,1,714,190,1037
33,vehicle,0.7671102285385132,2414,1952,3146,2144
33,vehicle,0.7475200295448303,387,522,695,829
33,vehicle,0.7274821400642395,162,646,505,916
33,vehicle,0.6697462201118469,1445,813,1803,1145
33,vehicle,0.6414164304733276,128,487,490,740
33,vehicle,0.5164225101470947,2141,456,2456,750
33,vehicle,0.4823971688747406,2143,457,2457,746
33,vehicle,0.4745960235595703,2062,706,2460,958
33,vehicle,0.4369748532772064,2231,842,2589,1111
33,vehicle,0.36130204796791077,1656,463,1883,746
33,vehicle,0.3601996898651123,682,575,875,756
33,vehicle,0.34868547320365906,1367,689,1680,879
33,vehicle,0.33969515562057495,2449,594,2630,762
33,vehicle,0.32473063468933105,1657,466,1864,634
33,vehicle,0.2865561544895172,680,574,875,757
33,vehicle,0.26904937624931335,831,588,938,739
33,license_plate,0.6624195575714111,2446,1748,2637,1839
33,license_plate,0.640109658241272,840,2034,1125,2136
34,vehicle,0.936299741268158,607,1595,1388,2158
34,vehicle,0.899175226688385,2185,1305,2874,1961
34,vehicle,0.8951981067657471,1147,1109,1740,1555
34,vehicle,0.8757624626159668,2035,929,2473,1309
34,vehicle,0.8665205836296082,1015,1505,1601,2044
34,vehicle,0.8177593350410461,2217,1146,2736,1473
34,vehicle,0.8019345998764038,168,645,509,911
34,vehicle,0.7969605326652527,1,713,193,1034
34,vehicle,0.7770969867706299,1270,883,1681,1183
34,vehicle,0.7649465203285217,391,519,700,826
34,vehicle,0.7609983682632446,2440,1965,3163,2149
34,vehicle,0.6840147972106934,1442,813,1797,1149
34,vehicle,0.6031131148338318,2143,456,2463,805
34,vehicle,0.5495267510414124,138,486,486,744
34,vehicle,0.5131024122238159,2062,702,2454,962
34,vehicle,0.4757084250450134,2229,841,2596,1141
34,vehicle,0.47341954708099365,1658,465,1884,750
34,vehicle,0.40961897373199463,2451,581,2632,766
34,vehicle,0.3588666319847107,687,576,871,757
34,vehicle,0.34436914324760437,1365,690,1678,880
34,vehicle,0.33107495307922363,1659,466,1874,660
34,vehicle,0.25862357020378113,836,595,939,736
34,vehicle,0.2518070340156555,685,576,873,760
34,license_plate,0.6429799199104309,861,2049,1120,2151
34,license_plate,0.6188375353813171,2447,1758,2636,1844
35,vehicle,0.9113149046897888,602,1598,1383,2159
35,vehicle,0.8980710506439209,2190,1317,2883,1967
35,vehicle,0.8938507437705994,1146,1112,1738,1558
35,vehicle,0.877156138420105,2036,935,2482,1309
35,vehicle,0.8625744581222534,1011,1507,1601,2052
35,vehicle,0.7910898327827454,169,644,510,910
35,vehicle,0.7764416933059692,1,712,196,1032
35,vehicle,0.7652891278266907,1269,885,1683,1198
35,vehicle,0.7638792991638184,2206,1152,2739,1479
35,vehicle,0.7537860870361328,393,521,699,822
35,vehicle,0.6985265016555786,2448,1968,3156,2151
35,vehicle,0.6591008901596069,1442,814,1798,1150
35,vehicle,0.6026617884635925,133,492,480,764
35,vehicle,0.5708338022232056,2062,703,2456,966
35,vehicle,0.5345816612243652,2144,456,2462,792
35,vehicle,0.44618043303489685,2232,844,2595,1126
35,vehicle,0.41772258281707764,2451,592,2632,767
35,vehicle,0.37776002287864685,1657,466,1867,633
35,vehicle,0.3707103133201599,2147,458,2462,789
35,vehicle,0.35339391231536865,1657,462,1884,752
35,vehicle,0.3340453505516052,688,576,877,758
35,vehicle,0.3047448396682739,1362,690,1678,879
35,vehicle,0.26475414633750916,687,574,878,761
35,license_plate,0.640421986579895,866,2048,1123,2156
35,license_plate,0.6163676977157593,2452,1766,2635,1848
36,vehicle,0.9294848442077637,600,1610,1385,2157
36,vehicle,0.8953942656517029,1145,1112,1739,1565
36,vehicle,0.8794409036636353,2025,935,2479,1313
36,vehicle,0.8778778314590454,2191,1326,2863,1975
36,vehicle,0.8590901494026184,1010,1520,1599,2063
36,vehicle,0.8022122383117676,176,642,513,909
36,vehicle,0.7877079248428345,1270,888,1679,1211
36,vehicle,0.7798100113868713,389,518,708,823
36,vehicle,0.7706746459007263,1,710,203,1031
36,vehicle,0.7627216577529907,2218,1154,2742,1495
36,vehicle,0.7478862404823303,2442,1980,3157,2155
36,vehicle,0.6739519834518433,1438,815,1798,1150
36,vehicle,0.5778897404670715,127,489,481,758
36,vehicle,0.5520204901695251,2147,457,2460,765
36,vehicle,0.5081096291542053,2062,703,2456,967
36,vehicle,0.48611125349998474,2231,845,2597,1142
36,vehicle,0.45245105028152466,1657,464,1889,753
36,vehicle,0.3741362690925598,2149,459,2461,761
36,vehicle,0.3259626030921936,1659,466,1872,642
36,vehicle,0.32371845841407776,691,577,879,761
36,vehicle,0.29537203907966614,2451,584,2632,763
36,vehicle,0.26898542046546936,1361,689,1676,880
36,license_plate,0.6476665139198303,2453,1776,2642,1856
36,license_plate,0.6303427815437317,856,2065,1120,2160
37,vehicle,0.921541690826416,595,1615,1390,2159
37,vehicle,0.8901813626289368,1145,1118,1738,1575
37,vehicle,0.8843783140182495,2027,937,2493,1315
37,vehicle,0.8814964890480042,2192,1335,2895,1983
37,vehicle,0.8583937883377075,1006,1527,1599,2070
37,vehicle,0.7861860394477844,1269,889,1680,1212
37,vehicle,0.7682828903198242,181,641,521,907
37,vehicle,0.7660295963287354,0,712,213,1029
37,vehicle,0.7656809687614441,2464,1992,3159,2156
37,vehicle,0.7521076798439026,2216,1157,2746,1510
37,vehicle,0.7519736886024475,396,520,705,818
37,vehicle,0.6402251720428467,1438,817,1799,1153
37,vehicle,0.5891359448432922,2147,458,2465,780
37,vehicle,0.5676477551460266,149,493,480,768
37,vehicle,0.5141874551773071,1655,464,1893,752
37,vehicle,0.49202805757522583,2063,702,2460,970
37,vehicle,0.40928465127944946,2226,848,2597,1121
37,vehicle,0.33608534932136536,2454,595,2633,767
37,vehicle,0.29121285676956177,1657,466,1879,663
37,vehicle,0.28772029280662537,691,578,898,758
37,vehicle,0.2694443464279175,1517,584,1807,863
37,license_plate,0.6789474487304688,2457,1782,2641,1863
37,license_plate,0.4119532108306885,852,2078,1099,2160
37,license_plate,0.28414618968963623,1867,2023,1953,2108
38,vehicle,0.9112129211425781,592,1618,1386,2159
38,vehicle,0.8896266222000122,1146,1119,1735,1580
38,vehicle,0.8894104361534119,2029,940,2493,1316
38,vehicle,0.8731650710105896,2191,1330,2891,1984
38,vehicle,0.8556819558143616,1004,1529,1597,2069
38,vehicle,0.7848430275917053,1267,892,1679,1213
38,vehicle,0.7687807679176331,185,640,522,905
38,vehicle,0.7674686312675476,2217,1161,2743,1525
38,vehicle,0.764653205871582,0,712,214,1027
38,vehicle,0.7449362277984619,398,521,707,817
38,vehicle,0.7356148958206177,2469,1999,3158,2157
38,vehicle,0.6518378257751465,1438,817,1799,1155
38,vehicle,0.5707279443740845,151,493,480,767
38,vehicle,0.5124872922897339,2145,457,2464,776
38,vehicle,0.46237266063690186,1656,463,1891,750
38,vehicle,0.45126020908355713,2064,709,2464,967
38,vehicle,0.43704307079315186,2224,846,2596,1128
38,vehicle,0.40693679451942444,2455,602,2633,769
38,vehicle,0.35256215929985046,2147,459,2464,770
38,vehicle,0.3375186622142792,691,578,891,760
38,vehicle,0.31685131788253784,1658,465,1878,667
38,vehicle,0.2781050503253937,1518,582,1803,866
38,license_plate,0.6957612037658691,2461,1784,2643,1869
38,license_plate,0.26192066073417664,1866,2023,1954,2108
39,vehicle,0.9133715629577637,587,1631,1386,2159
39,vehicle,0.900843620300293,2026,942,2510,1319
39,vehicle,0.895328164100647,1139,1126,1735,1585
39,vehicle,0.8623467087745667,2193,1341,2870,1994
39,vehicle,0.8494479060173035,998,1540,1597,2078
39,vehicle,0.8103489279747009,1265,893,1681,1218
39,vehicle,0.7849971055984497,2217,1165,2743,1534
39,vehicle,0.776352047920227,193,639,525,902
39,vehicle,0.7634750604629517,2480,2012,3157,2157
39,vehicle,0.762048602104187,402,520,713,818
39,vehicle,0.7029109597206116,1,704,217,1025
39,vehicle,0.6692222356796265,1440,818,1796,1155
39,vehicle,0.5803133249282837,2063,703,2461,970
39,vehicle,0.5367673635482788,2150,459,2466,786
39,vehicle,0.5306695103645325,163,495,481,770
39,vehicle,0.49854952096939087,2227,847,2599,1128
39,vehicle,0.49770283699035645,1657,463,1892,751
39,vehicle,0.3154200613498688,1659,464,1877,671
39,vehicle,0.2786503732204437,1518,583,1806,863
39,vehicle,0.2717640697956085,694,574,891,763
39,vehicle,0.2658444344997406,2457,591,2635,767
39,vehicle,0.25690343976020813,1160,400,1321,553
39,vehicle,0.25473517179489136,2212,1297,2757,1547
39,license_plate,0.6907312870025635,2454,1792,2645,1884
39,license_plate,0.2828530967235565,1339,1400,1501,1471
40,vehicle,0.9055209755897522,2029,947,2505,1323
40,vehicle,0.8966888189315796,557,1639,1378,2159
40,vehicle,0.885108232498169,1132,1130,1736,1592
40,vehicle,0.8696776628494263,2196,1342,2878,2006
40,vehicle,0.8547200560569763,991,1547,1595,2088
40,vehicle,0.8026019930839539,1264,896,1685,1221
40,vehicle,0.7849867939949036,198,639,529,900
40,vehicle,0.761969804763794,1,703,222,1024
40,vehicle,0.7540704607963562,2218,1175,2744,1536
40,vehicle,0.7362606525421143,2490,2025,3159,2157
40,vehicle,0.6868403553962708,405,518,722,815
40,vehicle,0.6635268926620483,1434,819,1796,1158
40,vehicle,0.5819165110588074,2064,711,2465,974
40,vehicle,0.49276068806648254,2228,850,2602,1112
40,vehicle,0.4884144365787506,1658,462,1895,750
40,vehicle,0.43987521529197693,2148,459,2468,780
40,vehicle,0.4390854835510254,175,497,478,744
40,vehicle,0.4114348292350769,2146,458,2470,787
40,vehicle,0.3499498665332794,1659,463,1879,667
40,vehicle,0.3448246121406555,2215,1305,2766,1542
40,vehicle,0.3327060043811798,1160,401,1322,573
40,vehicle,0.3244597017765045,691,574,891,766
40,vehicle,0.2781325578689575,1521,583,1797,862
40,vehicle,0.2748931646347046,2458,594,2633,764
40,license_plate,0.6804921627044678,2457,1802,2647,1892
40,license_plate,0.28818848729133606,1868,2019,1954,2104
41,vehicle,0.9139546155929565,2026,946,2511,1324
41,vehicle,0.9039999842643738,556,1649,1374,2158
41,vehicle,0.8885495662689209,1130,1133,1738,1592
41,vehicle,0.8855978846549988,2193,1343,2899,2012
41,vehicle,0.8631566762924194,987,1552,1597,2100
41,vehicle,0.8217830061912537,1263,897,1684,1219
41,vehicle,0.7936506271362305,2498,2031,3158,2157
41,vehicle,0.7638081908226013,201,640,529,897
41,vehicle,0.7609173655509949,1,704,227,1020
41,vehicle,0.7535421848297119,404,518,718,815
41,vehicle,0.7230472564697266,1433,820,1797,1160
41,vehicle,0.7177335023880005,2219,1176,2744,1530
41,vehicle,0.6283184289932251,2063,711,2468,977
41,vehicle,0.5178901553153992,2230,850,2603,1091
41,vehicle,0.4711000919342041,2151,459,2470,777
41,vehicle,0.4393133223056793,1659,462,1889,748
41,vehicle,0.4261198937892914,170,499,470,766
41,vehicle,0.4056263566017151,2148,457,2472,786
41,vehicle,0.3434180021286011,1162,400,1322,572
41,vehicle,0.33352524042129517,2462,588,2640,767
41,vehicle,0.32574471831321716,1659,463,1874,660
41,vehicle,0.3133538067340851,695,574,892,766
